site_id,site_name,latitude,longitude,state,county,city,site_type,status,contamination_type,federal_facility,npl_status
SEMSMSD004000568,Hooker Chemical Corp,33.4250062,-88.3994493,Mississippi,Lowndes,Columbus,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSAK2211802127,Us Army Haines Fuel Terminal,59.275117,-135.4485721,Alaska,Haines Borough,Haines,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSDED981038714,New Castle County Airport,39.681074,-75.6026759,Delaware,New Castle,New Castle,Superfund,Site Is Part Of Npl Site,,False,Non-NPL Superfund
SEMSNJD064314115,Nickstadt-Moeller Incorporated,40.8377853,-74.0171815,New Jersey,Bergen,Ridgefield,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSNYD002115301,Dussault Foundry,43.1741085,-78.6862631,New York,Niagara,Lockport,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSTNN000405355,Lake Front Road Drum,36.0896738,-87.9698164,Tennessee,Benton,Eva,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSCA0001097088,Mcnamara & Peepe Sawmill,41.7569551,-124.192704,California,Del Norte,Crescent City,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSNCD000813592,Georgia-Pacific Corporation Hardwood Sawmill,35.8709572,-76.741212,North Carolina,Washington,Plymouth,Superfund,Withdrawn From The Final Npl,,False,Non-NPL Superfund
SEMSMAD985286483,Iroquois Chemicals,42.2396586,-71.8844809,Massachusetts,Worcester,Leicester,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSGASFN0407113,Drummond Road Drum,34.0861175,-85.1950045,Georgia,Polk,Cedartown,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSCTD001152388,Kalart Victor Corporation,41.6649685,-72.8677711,Connecticut,Hartford,Plainville,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSDE8570024010,Dover Air Force Base,39.1277889,-75.4666708,Delaware,Kent,Dover,Superfund,Currently On The Final Npl,,False,Current NPL
SEMSIAN000720402,Voc Former Mert'S Norge Cleaners,42.0229075,-93.6118175,Iowa,Story,Ames,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSGASFN0406871,Damascus Peanut Company Storage Warehouse,31.3032159,-84.7145242,Georgia,Early,Damascus,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSMSD097908347,Tennessee Gas Pipeline/Cs 63,34.3116733,-89.9500058,Mississippi,Panola,Batesville,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSRID981064264,Vinagro L. Landfill,41.8011756,-71.5313337,Rhode Island,Providence,Johnston,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSPAD980693204,Salford Quarry,40.2519521,-75.3822239,Pennsylvania,Montgomery,Harleysville,Superfund,Currently On The Final Npl,,False,Current NPL
SEMSPAD980918510,Starbrick Area,41.9166753,-79.2833362,Pennsylvania,Warren,Conewango Twp,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSIAD981499270,Ankeny Dry Cleaners,41.7309375,-93.6004274,Iowa,Polk,Ankeny,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSCAD982358640,Bowles Flying Service Inc,39.2851851,-121.6875933,California,Sutter,Live Oak,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSINN000510904,Interwoven By Jesus Incorporated Parking Lot,39.8101476,-86.1496251,Indiana,Marion,Indianapolis,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSNM9141199977,Blm-La Mesa Landfill,32.1216722,-106.7050098,New Mexico,-- Not Defined --,La Mesa,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSTX2571524071,Us Air Force Air Education & Training Command,31.4653253,-100.4435383,Texas,Tom Green,San Angelo,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSIDD098812878,Pacific Hide & Fur Recycling Co.,42.8957062,-112.4860122,Idaho,Bannock,Pocatello,Superfund,Deleted From The Final Npl,,False,Deleted from NPL
SEMSILN000509241,Acme Steel Co,41.6885408,-87.5613977,Illinois,Cook,Chicago,Superfund,Currently On The Final Npl,,False,Current NPL
SEMSUT3170027277,Hercules Inc / Nirop,40.681461,-112.0903318,Utah,Salt Lake,Magna,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSOHN000510891,W.C Reed,41.4515181,-81.6921439,Ohio,Cuyahoga,Cleveland,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSSCN000404469,Virginia Carolina Chemical (Vcc) Fetteressa,32.8586364,-80.0448629,South Carolina,Charleston,Charleston,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSFLN000407777,Jackson Atomics,30.322935,-81.6890785,Florida,Duval,Jacksonville,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSILSFN0508018,Lacrosse Street Gasoline Emergency Response,41.7998078,-87.7441672,Illinois,Cook,Chicago,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSNJD980761373,De Rewal Chemical Co.,40.5162082,-75.0614018,New Jersey,Hunterdon,Frenchtown,Superfund,Currently On The Final Npl,,False,Current NPL
SEMSNCD058517467,Southern Wood Piedmont Co#,34.2125068,-77.9541693,North Carolina,New Hanover,Wilmington,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSORN001002964,Ruth Mine,44.8527205,-122.1871583,Oregon,Marion,Detroit,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSOHD981092695,Tri-State Plating,41.073338,-81.4829138,Ohio,Summit,Akron,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSRID980512701,Cumberland Municipal Landfill,41.9577026,-71.4577227,Rhode Island,Providence,Cumberland,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSID1141100114,Usdoi Blm Pine Creek,47.5094503,-116.2402918,Idaho,Shoshone,Pinehurst,Superfund,Site Is Part Of Npl Site,,False,Non-NPL Superfund
SEMSNY7690308021,Uscg Group Moriches,40.7925771,-72.7465229,New York,Suffolk,East Moriches,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSIDD984674226,Sidney Millsite,47.4947283,-116.1769578,Idaho,Shoshone,Pinehurst,Superfund,Site Is Part Of Npl Site,,False,Non-NPL Superfund
SEMSAK8570028664,Usaf Kalakaket Creek Rrs,64.4217772,-156.8244953,Alaska,Yukon-Koyukuk,Galena,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSORN001002108,Corvallis Mercury Spill,44.5496253,-123.2587144,Oregon,-- Not Defined --,Corvallis,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSIDD984674598,Coeur D'Alene Groundwater Contamination,47.7361172,-116.7697359,Idaho,Kootenai,Coeur D Alene,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSMON000720896,Va St Louis Healthcare System Jefferson Barracks Division,38.5091671,-90.2894262,Missouri,St Louis,St Louis,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSTN3640031156,Tva Hartsville Distribution Center,36.2129069,-86.0427048,Tennessee,Smith,Dixon Springs,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSIDSFN1002087,Jordan Creek Historic Mining Area,43.2500059,-116.7500131,Idaho,Owyhee,Silver City,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSIDSFN1002152,Grouse Creek Mine,44.4306742,-114.7305029,Idaho,Custer,Bonanza,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSILN000509093,Usva Supply Depot,41.8509958,-87.8324308,Illinois,Cook,Hines,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSCOD000716688,Blm-Maybell Dump,40.5522283,-107.9936219,Colorado,Moffat,Maybell,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSMAD980503841,Provincetown Landfill,41.7699836,-70.5094494,Massachusetts,Barnstable,Provincetown,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSAZ0001907518,Army Nat Guard Florence Training Range,33.0672921,-111.3793299,Arizona,Pinal,Florence,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSHI1570096486,Kaena Pt Sat Tracking Sta,21.5621254,-158.2412944,Hawaii,Honolulu County,Waianae,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSMDD981109184,Granite - Launch,39.3538482,-76.8545837,Maryland,Baltimore,Woodstock,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSAK5141790084,Usdod - Krusenstern Rrs,67.2769488,-163.6637865,Alaska,Northwest Arctic,Kivalina,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSILN000508656,Watco Transloading Llc,41.6686228,-87.5546507,Illinois,Cook,Chicago,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSHID984469890,Uscg Base Honolulu,21.3466704,-157.8833474,Hawaii,Honolulu,Honolulu,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSND9120507398,Northern Great Plains Research Laboratory,46.8055636,-100.9166771,North Dakota,Morton,Mandan,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSSCN000420414,H2S In North And South Carolina,34.8481663,-80.8993363,South Carolina,York,Catawba,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSCON000821223,June 26 Fireworks,39.7649064,-104.9963101,Colorado,Denver,Denver,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSNEN000720851,Continental Solvent Spill,40.8528671,-96.6441382,Nebraska,Lancaster,Lincoln,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSNY6170022168,Nmcrc-Floyd Bennett,40.6977283,-73.9677514,New York,Kings,Brooklyn,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSNC9210021755,Army Reserve Xviii Airborne Corps,36.0906371,-79.783933,North Carolina,Guilford,Greensboro,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSDED980555122,E I Dupont De Nemours - Holly Run Plant,39.708339,-75.6091709,Delaware,New Castle,Newport,Superfund,Currently On The Final Npl,,False,Current NPL
SEMSLAN000605451,Va Medical Center Alexandria,31.3532056,-92.4371063,Louisiana,Rapides,Pineville,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSINN000510533,Richmond Gas Plant Site,39.8291276,-84.8999448,Indiana,Wayne,Richmond,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSMIN000511864,Brown Appliance Vi,42.7470692,-84.5379549,Michigan,Ingham,Lansing,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSKYD981853336,J.W. Benningfield,37.4254441,-85.7333248,Kentucky,Larue,Magnolia,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSAK4690600149,Usdot Fra Arctic Cooperage,61.2250622,-149.8650749,Alaska,Anchorage,Anchorage,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSAK5570028691,Usaf Lrrs Oliktok,69.1007875,-147.589099,Alaska,North Slope,Prudhoe Bay,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSNVN000926586,Smithridge Park Response,39.4841553,-119.782393,Nevada,-- Not Defined --,Reno,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSWVD988783080,City Hospital Inc,39.4783549,-77.9808446,West Virginia,Berkeley,Martinsburg,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSKYN000421050,Csx Livingston Derailment,37.3152252,-84.2374564,Kentucky,-- Not Defined --,Livingston,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSTXN000622290,New Braunfels Smokehouse Ammonia Release,29.6998851,-98.1325777,Texas,Comal,New Braunfels,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSAK9690500179,Usdot Faa Juneau,58.3656642,-134.5898405,Alaska,Juneau,Juneau,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSMD4972611111,Uniformed Service University Of Health Sciences/Cnrm,38.9995478,-77.0854023,Maryland,Montgomery,Bethesda,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSALN000420963,Anniston Hud Site,33.6920794,-85.8253526,Alabama,Calhoun,Anniston,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSNVN000900258,Winnemucca Mercury,40.9746735,-117.7307025,Nevada,Humboldt,Winnemucca,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSPAN000320111,Omnis Bailey Coal Refinery Fire,39.9738679,-80.4218934,Pennsylvania,-- Not Defined --,West Finley Township,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSOK9571824045,Altus Air Force Base,34.660403,-99.2844623,Oklahoma,Jackson,Altus Afb,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSCAN000920921,Third Street Smoke Shop Distributor,34.0482279,-118.2446542,California,-- Not Defined --,Los Angeles,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSWI0000856906,Island Lake Site/Nicolet National Forest,45.2917804,-88.5113854,Wisconsin,Oconto,Lakewood,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSNVD980675722,Dresser Minerals Greystone Mine,40.6383386,-116.9350127,Nevada,Lander,Battle Mountain,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSLAN000622120,Greif Usa (Dba Greif Harvey Dcs Harvey),29.8875854,-90.0741656,Louisiana,Jefferson,Harvey,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSNY1141731199,"Gateway National Recreation Area, Sandy Hook",40.4591922,-73.9947134,New Jersey,Monmouth,Highlands,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSVAN000306051,Exxon - Roanoke Terminal,37.2796873,-79.9232831,Virginia,Roanoke City,Roanoke,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSWA8170022489,Us Navy Radio Station Jim Creek,48.2244826,-121.9465003,Washington,Snohomish,Arlington,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSCAN000909336,Sacramento Trailer Fire,38.5106651,-121.3867559,California,Sacramento,Sacramento,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSOR5570090063,Usaf Mt Hebo Air Force Radar Sta,45.2161163,-123.7564036,Oregon,Tillamook,Hebo,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSMIN000521024,Davison Rd Flint,43.0331883,-83.6655347,Michigan,Genesee,Flint,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSCAN000905619,Cedar Street Rad Sources,37.4960449,-122.2592932,California,San Mateo,San Carlos,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSID0001101906,Us Doi Blm Courier Gulch,43.6472281,-114.2555686,Idaho,Blaine,Hailey,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSPA7120507341,Usda Ars Pa Eastern Reg Research Ctr,40.0797121,-75.1857778,Pennsylvania,Montgomery,Wyndmoor,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSMIN000510755,Albion Mystery Oil Spill,42.2488381,-84.7485649,Michigan,Calhoun,Albion,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSPA0890090004,Bettis Atomic Power Lab/W Mifflin,40.359185,-79.9026633,Pennsylvania,Allegheny,West Mifflin,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSNCN000420918,Red Hill Acid Tanker Spill,36.022648,-82.2280997,North Carolina,Mitchell,Red Hill,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSWVN000305437,Former Marietta Shipyard,38.8645076,-82.1337139,West Virginia,Mason,Point Pleasant,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSNJD980766828,South Jersey Clothing Co.,39.520608,-74.9491017,New Jersey,Atlantic,Minotola,Superfund,Currently On The Final Npl,,False,Current NPL
SEMSID8122307483,Usda Fs Id Panhandle Nfs:Hudlow Camp Dp,47.8200063,-116.5189029,Idaho,Kootenai,Coeur D'Alene,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSWY7141190051,Williams Field Svcs Barrel Springs Comp,41.3611174,-107.8011219,Wyoming,Carbon,Elk Mountain,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSIDD980725956,Usdoi Blm Menan Unauth Dump Site,43.8186174,-111.9655682,Idaho,Jefferson,Menan,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSMON000706274,Iron Mountain Lake Lead,37.6949529,-90.6161122,Missouri,St. Francois,Bismarck,Superfund,Site Is Part Of Npl Site,,False,Non-NPL Superfund
SEMSCAN000900378,Simi Valley Mercury,34.2790749,-118.7150223,California,Ventura,Simi Valley,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSMID985657931,Woodstock Die Casting,41.8319519,-86.3572274,Michigan,Berrien,Buchanan,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSNY0170022198,Mitchell Manor,40.7127383,-73.5759113,New York,Nassau,East Meadow,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSFLN000407502,Tifton Property Site,28.0393352,-81.9822633,Florida,Polk,Lakeland,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSCTN000153871,Hydeville Mill,41.9942986,-72.277341,Connecticut,Tolland,Stafford Springs,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSMIN000508121,National Gypsum Site,45.0613886,-83.4327748,Michigan,Alpena,Alpena,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSWAN001002879,Usdoi Br Quincy Illegal Dump Site,47.0945458,-119.9935114,Washington,Grant,Quincy,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSORN001002306,Usda Fs Deschutes Nf: Dell Springs Former Fs Work Camp,43.5316254,-121.858354,Oregon,Klamath,Crescent,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSNY7210020395,U.S. Army Garrison Fort Hamilton,40.6071682,-74.0319105,New York,Kings,Brooklyn,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSNJD980529887,Vineland State School,39.486119,-74.9916707,New Jersey,Cumberland,Vineland,Superfund,Deleted From The Final Npl,,False,Deleted from NPL
SEMSORN001001386,Portland International Airport,45.5858755,-122.5912845,Oregon,Multnomah,Portland,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSVA4690320235,Us Coast Guard Base - Portsmouth,36.8735734,-76.376963,Virginia,Portsmouth City,Portsmouth,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSNVD980637607,Aaron Mining,40.5900057,-116.4783456,Nevada,Elko,Crescent Valley,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSUT0001766484,Us Army Green River Launch Complex,38.974672,-110.1396742,Utah,Emery County,Green River,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSINN000521972,Oil Express,41.6756359,-86.2738533,Indiana,St. Joseph,South Bend,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSOHN000509084,Green State Recycling Site,39.180741,-84.4941053,Ohio,Hamilton,Saint Bernard,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSCA7690390037,Us Coast Guard Integrated Support Command,37.779995,-122.2460232,California,Alameda,Alameda,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSOH3800015379,Nasa Lewis Research Center Plum Brook Station,41.359175,-82.6416712,Ohio,Erie,Sandusky,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSPAD982363871,Modena Yard,39.962458,-75.792073,Pennsylvania,Chester,Modena,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSCA8971524360,Defense Fuel Support Point Norwalk Dfsp,33.8923958,-118.0729211,California,Los Angeles,Norwalk,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSCAN000926568,Palmcrest Mercury,37.7889759,-122.3954832,California,-- Not Defined --,Daly City,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSNMN000622369,City Cleaners,32.4188853,-104.2282993,New Mexico,-- Not Defined --,Carlsbad,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSCO4690090010,Fhwa Cflhd Materials Laboratory Fed Hiwy Adm,39.7233364,-105.1237401,Colorado,Denver,Denver,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSMSN000420020,Norfolk Souther Petal Ms Derailment,31.3498377,-89.2712235,Mississippi,Forrest,Petal,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSFLN000407424,Former Armour Fertilizer And Chemical Works,30.3452858,-81.6281332,Florida,Duval,Jacksonville,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSCO0001995521,Silverthorne Mercaptan,39.6407248,-106.0584684,Colorado,Summit,Silverthorne,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSNC3210021330,Army Reserve Xviii Airborne Corps,35.2188681,-80.806868,North Carolina,Mecklenburg,Charlotte,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSNCN000421144,"Cox Manufacturing Company, Inc.",35.729367,-81.3540134,North Carolina,Catawba,Hickory,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSNVD980419493,D&Z Exploration Co Packard Mine,40.1800055,-118.4733459,Nevada,Pershing,Lovelock,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSILN000508152,4751 S. Morgan,41.8076141,-87.6503495,Illinois,Cook,Chicago,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSNMD980505945,Blm-Bloofield Landfill,36.6700058,-107.9730664,New Mexico,San Juan,Bloomfield,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSGAN000420003,Norfolk Southern Mossy Creek Tallow Spill,32.4488092,-83.6223579,Georgia,Houston,Warner Robbins,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSOHN000508059,Moritz Inc.,40.7580779,-82.5011341,Ohio,Richland,Mansfield,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSOKD980698070,Caddo County Landfill #3,35.1050061,-98.6033411,Oklahoma,Caddo,Carnegie,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSNMN000622368,Carlsbad Steam Laundry,32.4165053,-104.2285893,New Mexico,-- Not Defined --,Carlsbad,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSIDN001020157,Usda Fs Nez Perce Nf: Sixty Four Mine,45.5795062,-115.4601932,Idaho,Idaho,Elk City,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSVAD988173548,Sutton Enterprises Inc.,36.7217854,-76.2718749,Virginia,Chesapeake City,Chesapeake,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSHI0000352948,Usaf Palehua Solar Observatory,21.3150034,-158.0133474,Hawaii,Honolulu,Ewa Beach,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSALD983179896,John Law Hollow Drums,34.5193265,-86.2600748,Alabama,Marshall,Grant,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSWAN001003130,Battelle Memorial Institute Pac Nw Div A,46.3477329,-119.2770121,Washington,Benton,Richland,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSME2143530861,Seal Island (Nwr-Doi),44.5522892,-67.8166396,Maine,Washington,Middlebridge,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSGA0210020368,Us Army Hq Signal Center Fort Gordon,33.3951174,-82.1602255,Georgia,Richmond,Ft Gordon,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSNY6890008992,Doe Knolls Atomic Power Lab-Knolls Site,42.8227887,-73.8677645,New York,Schenectady,Schenectady,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSWV0360010284,Veterans Administration Hospital,38.3841107,-82.5177201,West Virginia,Wayne,Huntington,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSCON000821136,W.H. Esworthy Lumber,40.5911165,-105.0771002,Colorado,Larimer,Fort Collins,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSIDN001020142,Usda Nez Perce Nf: Tiger Prospect,45.5754262,-115.6645733,Idaho,Idaho,Concord,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSORN001002804,Usda Fs Umatilla Nf: Bluebird Mine,44.7973058,-118.4718136,Oregon,Baker,Granite,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSAK8690502069,Usdot Faa Kenai Fac,60.5716685,-151.2444666,Alaska,Kenai Peninsula Borough,Kenai,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSNC5690308262,United States Coast Guard,34.6985971,-76.7013001,North Carolina,Carteret,Atlantic Beach,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSCO1141190081,Blm-South Fork Landfill,37.733339,-106.7500103,Colorado,Rio Grande,Monte Vista,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSKYN000420909,Elizabethtown Laundry & Dry Cleaning,37.7341372,-85.8868949,Kentucky,Hardin,Elizabethtown,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSMDN000303903,American Plating,39.3001549,-76.5646372,Maryland,Baltimore City,Baltimore,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSWAN001003140,Usda Fs Mt Baker-Snoqualmie Nf: Sunset Mine & Mill Site,47.8574497,-121.4621258,Washington,Snohomish County,Index,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSNY1210021886,Us Arc - Pfc Charles Deglopper,43.0024225,-78.8524672,New York,Erie,Tonawanda,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSNY4570024642,Air Force Plant #38,43.1016265,-78.9312002,New York,Niagara,Ransomville,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSGAD984319376,Elam Residence,33.4716735,-81.9666705,Georgia,Richmond,Augusta,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSNC0001096601,Branch Battery,35.3921669,-80.5979532,North Carolina,Cabarrus,Concord,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSNM8141132342,Blm-La Union Landfill,31.9983382,-106.6033428,New Mexico,Dona Ana,Las Cruces,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSFL6800014585,Nasa Kennedy Space Center,28.6138054,-80.6774029,Florida,Brevard,Kennedy Space Center,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSAK7690502003,Fedex Express-Ancr,61.1812406,-149.993614,Alaska,Anchorage Municipality,Anchorage,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSPAN000304126,Penn Carbose,40.0043379,-79.067983,Pennsylvania,Somerset,Somerset,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSPAD987341716,Austin Avenue Radiation Site,39.9430641,-75.2619458,Pennsylvania,Delaware,Lansdowne,Superfund,Deleted From The Final Npl,,False,Deleted from NPL
SEMSNJD980769301,Lodi Municipal Well,40.8729273,-74.0936125,New Jersey,Bergen,Lodi,Superfund,Deleted From The Final Npl,,False,Deleted from NPL
SEMSARD980629992,Ingels Inc.,35.8466266,-90.7397861,Arkansas,Craighead,Jonesboro,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSMEN000153953,Csx Railcar Sulfuric Acid Release,43.6266874,-70.2942274,Maine,-- Not Defined --,South Portland,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSNJD980772727,Emmell'S Septic Landfill,39.500702,-74.5436125,New Jersey,Atlantic,Galloway Twp,Superfund,Currently On The Final Npl,,False,Current NPL
SEMSNCD986197267,Elizabeth City Coal Gas Plant,36.3061183,-76.2145849,North Carolina,Pasquotank,Elizabeth City,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSMAR000007955,Pci Synthesis Inc,42.8034208,-70.8895596,Massachusetts,Essex,Newburyport,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSALD983185810,Foundry Of The Shoals,34.8026865,-87.6553052,Alabama,Lauderdale,Florence,Superfund,Not On The Npl,,False,Non-NPL Superfund
SEMSWVD988768909,Shaffer Equipment/Arbuckle Creek Area,37.9765174,-81.1265035,West Virginia,Fayette,Minden,Superfund,Currently On The Final Npl,,False,Current NPL
